date,load_MW_50Hertz,load_MW_Amprion,load_MW_TenneT,load_MW_TransnetBW,load_A_50Hertz,load_A_Amprion,load_A_TenneT,load_A_TransnetBW,load_B_50Hertz,load_B_Amprion,load_B_TenneT,load_B_TransnetBW,load_C_50Hertz,load_C_Amprion,load_C_TenneT,load_C_TransnetBW
1/1/2023 0:00,8814.25,13249.5,11837.25,4635.75,9864.629384,14828.42068,13247.87522,5188.184549,10481.16872,15755.19698,14075.86742,5512.446084,11116.97491,16710.93503,14929.73438,5846.840791
1/1/2023 1:00,8809.5,12991.75,11649.5,4484.75,9859.313334,14539.95505,13037.75137,5019.190133,10475.52042,15448.70224,13852.61083,5332.889516,11110.98397,16385.84778,14692.93465,5656.392005
1/1/2023 2:00,8697.75,12379.75,11749.25,4276.5,9734.246274,13855.02404,13149.38841,4786.12333,10342.63667,14720.96304,13971.22518,5085.256038,10970.03926,15613.96263,14818.74436,5393.736643
1/1/2023 3:00,8105,12509.75,11295.25,4229.75,9070.859251,14000.51592,12641.28599,4733.802211,9637.787954,14875.54816,13431.36637,5029.664849,10222.43318,15777.92517,14246.13675,5334.773194
1/1/2023 4:00,8172.25,11970.5,11264,4305.25,9146.123321,13397.0044,12606.31198,4818.299419,9717.756028,14234.31718,13394.20648,5119.443133,10307.25226,15097.79597,14206.72268,5429.997587
1/1/2023 5:00,8132.25,12229.5,11290.75,4202,9101.356588,13686.869,12636.24973,4702.74529,9670.191375,14542.29831,13426.01534,4996.66687,10256.80225,15424.45979,14240.46113,5299.7735
1/1/2023 6:00,8061.25,11838.25,11360.5,4138.25,9021.895637,13248.99439,12714.31172,4631.398309,9585.764114,14077.05654,13508.95621,4920.860703,10167.25348,14930.99563,14328.43333,5219.368798
1/1/2023 7:00,8367.25,12015,11723.25,4231,9364.361144,13446.80739,13120.29003,4735.201171,9949.633715,14287.23285,13940.30816,5031.151244,10553.19605,15153.92161,14785.95185,5336.349757
1/1/2023 8:00,8501.25,12230,12007.25,4248.25,9514.329699,13687.42858,13438.13384,4754.506825,10108.9753,14542.89287,14278.0172,5051.663501,10722.20359,15425.09041,15144.14692,5358.106324
1/1/2023 9:00,8955.5,13524,12453.25,4457.75,10022.71191,15135.63239,13937.28291,4988.972588,10649.1314,16081.60941,14808.36309,5300.783375,11295.12651,17057.14822,15706.66453,5622.338249
1/1/2023 10:00,9348.25,14494.75,12652,4675.75,10462.26527,16222.06504,14159.71761,5232.951282,11116.15685,17235.9441,15044.69996,5560.010737,11790.48254,18281.50689,15957.33801,5897.290801
1/1/2023 11:00,9980.75,15658.5,13372,4838.5,11170.13923,17524.49717,14965.5188,5415.095927,11868.27293,18619.77825,15900.86373,5753.539422,12588.22331,19749.28685,16865.43818,6102.559277
1/1/2023 12:00,9933.75,16056.5,13493.25,4848.5,11117.53832,17969.92616,15101.21796,5426.28761,11812.38447,19093.04655,16045.04409,5765.430586,12528.94455,20251.26445,17018.36477,6115.171779
1/1/2023 13:00,9750.25,16215.5,13143.5,4638.75,10912.17093,18147.87393,14709.78884,5191.542054,11594.18162,19282.11605,15629.15064,5516.013433,12297.50513,20451.80324,16577.2425,5850.624542
1/1/2023 14:00,10117.25,15554.5,13080,4645.25,11322.90571,17408.10367,14638.72165,5198.816648,12030.58731,18496.11015,15553.64176,5523.742689,12760.38397,19618.11683,16497.15311,5858.822668
1/1/2023 15:00,10286.25,15716.25,13205.5,4560.25,11512.04515,17589.12914,14779.17728,5103.687341,12231.54798,18688.44971,15702.87586,5422.6678,12973.53526,19822.12405,16655.44002,5751.616398
1/1/2023 16:00,10782.75,16044.5,14044.25,4804.25,12067.71223,17956.49614,15717.87971,5376.764412,12821.94424,19078.77715,16700.24719,5712.812187,13599.746,20236.12944,17713.31366,6059.361456
1/1/2023 17:00,11319.5,16957.5,15120.75,5303.5,12668.42582,18978.29682,16922.66441,5935.509197,13460.20244,20164.44037,17980.33093,6306.478521,14276.72207,21387.65091,19071.04954,6689.040637
1/1/2023 18:00,11155.75,17122.25,15186.75,5222.75,12485.16201,19162.6798,16996.52952,5845.136355,13265.48464,20360.34729,18058.81261,6210.457377,14070.19234,21595.44189,19154.29205,6587.194681
1/1/2023 19:00,10771,16727.5,14613.5,5279.25,12054.562,18720.88811,16354.96628,5908.369365,12807.97212,19890.94362,17377.15167,6277.64245,13584.92631,21097.56336,18431.28035,6658.455319
1/1/2023 20:00,9871.25,16029.75,13826.25,5150.5,11047.5903,17939.98841,15473.90101,5764.276443,11738.06469,19061.23769,16441.01983,6124.543721,12450.11641,20217.526,17438.3611,6496.069351
1/1/2023 21:00,9427.75,15366.25,13289,5152.25,10551.23915,17197.42023,14872.62783,5766.234988,11210.6916,18272.25899,15802.16707,6126.624675,11890.75193,19380.68647,16760.75441,6498.276539
1/1/2023 22:00,9190,15135.5,12876.5,5142.75,10285.15688,16939.17214,14410.9709,5755.602889,10927.97919,17997.8704,15311.65658,6115.328069,11590.88969,19089.65298,16240.48869,6486.294662
1/1/2023 23:00,8515,14091,11881.25,4673.5,9529.718263,15770.20083,13297.11863,5230.433154,10125.32565,16755.83838,14128.18854,5557.335226,10739.54578,17772.2771,14985.22939,5894.452988
1/2/2023 0:00,7716.5,13222.75,11606.5,4401.5,8636.062358,14798.48293,12989.62713,4926.01937,9175.816255,15723.38811,13801.47883,5233.895581,9732.437462,16677.19659,14638.70089,5551.392923
1/2/2023 1:00,7557,12581.25,11289.75,4176.75,8457.55501,14080.53645,12635.13056,4674.48629,8986.152199,14960.56998,13424.82623,4966.641683,9531.268049,15868.10456,14239.19988,5267.926932
1/2/2023 2:00,7766.25,12499.25,11107.5,4100.5,8691.740982,13988.76465,12431.16214,4589.149705,9234.974793,14863.06244,13208.10977,4875.971562,9795.184661,15764.68204,14009.33702,5171.756601
1/2/2023 3:00,7964.5,12924.25,11152.75,4206.25,8913.616102,14464.41119,12481.8045,4707.501755,9470.717108,15368.43689,13261.91729,5001.720615,10045.22752,16300.71339,14066.40859,5305.133814
1/2/2023 4:00,8475.25,13401.5,11686.5,4421.75,9485.231322,14998.53427,13079.1606,4948.682528,10078.05828,15935.94266,13896.60813,5257.975186,10689.41108,16902.64507,14739.60091,5576.93324
1/2/2023 5:00,9181.5,14364,12802,4740.25,10275.64395,16075.73378,14327.59286,5305.137639,10917.8717,17080.46714,15223.06741,5636.708742,11580.16906,18116.59842,16146.52555,5978.641441
1/2/2023 6:00,10557,16832.5,14399.25,5450,11815.05998,18838.40078,16115.18446,6099.467356,12553.50123,20015.80083,17122.38349,6480.684065,13315.01876,21229.99463,18161.05749,6873.813797
1/2/2023 7:00,11831,18890.5,15665,5935.5,13240.88042,21141.64919,17531.77177,6642.823576,14068.43545,22463.00226,18627.5075,7058.00005,14921.85157,23825.64762,19757.48498,7486.150788
1/2/2023 8:00,12931.75,20163.25,16792.25,6344.75,14472.80495,22566.07067,18793.35426,7100.843212,15377.35526,23976.45009,19967.9389,7544.645913,16310.17277,25430.90386,21179.22931,8002.317448
1/2/2023 9:00,13342.75,20408.5,17028,6662.5,14932.78313,22840.5467,19057.19819,7456.458946,15866.08208,24268.08087,20248.27308,7922.48763,16828.54661,25740.22548,21476.56905,8403.079711
1/2/2023 10:00,13501,21385.5,17550.25,6571,15109.89152,23933.97415,19641.68385,7354.055045,16054.25974,25429.84754,20869.28909,7813.683485,17028.13946,26972.46697,22135.25699,8287.675314
1/2/2023 11:00,13806.75,21916.25,18011.75,6688.75,15452.07723,24527.97274,20158.18003,7485.837115,16417.83206,26060.97104,21418.06628,7953.701934,17413.76672,27641.87553,22717.32398,8436.18753
1/2/2023 12:00,13820.25,22723.5,18112,6739.75,15467.186,25431.42137,20270.37665,7542.914699,16433.88513,27020.8852,21537.27519,8014.346868,17430.7936,28660.01978,22843.76431,8500.511292
1/2/2023 13:00,13615.5,22279.25,17745.5,6791,15238.03629,24934.23084,19860.20146,7600.272076,16190.41356,26492.62027,21101.46405,8075.28908,17172.55262,28099.70937,22381.5161,8565.150367
1/2/2023 14:00,13520.5,21454.5,17505.5,6704.25,15131.7153,24011.19677,19591.60106,7503.184224,16077.44751,25511.89657,20816.07613,7972.133238,17052.73384,27059.49323,22078.81604,8455.736908
1/2/2023 15:00,13580.25,21223,17526.5,6678.25,15198.58561,23752.1093,19615.1036,7474.085847,16148.49721,25236.61613,20841.04757,7941.216213,17128.09355,26767.5138,22105.3023,8422.944402
1/2/2023 16:00,13875.75,21173.25,18027.5,6633,15529.29985,23696.43068,20175.80693,7423.443481,16499.88109,25177.45759,21436.79486,7887.408698,17500.79299,26704.7666,22737.18867,8365.872829
1/2/2023 17:00,14050.5,21159,18794.5,6860,15724.87451,23680.48253,21034.20903,7677.49469,16707.67917,25160.51269,22348.8471,8157.338108,17721.19647,26686.79379,23704.5676,8652.176633
1/2/2023 18:00,13726.5,21159,18722.5,6794.5,15362.26397,23680.48253,20953.62891,7604.189165,16322.40547,25160.51269,22263.23072,8079.450988,17312.55139,26686.79379,23613.75758,8569.564742
1/2/2023 19:00,13316,21389.25,18069.25,6626.75,14902.84538,23938.17103,20222.53221,7416.448679,15834.27321,25434.30672,21486.44047,7879.976721,16794.80817,26977.19665,22789.84586,8357.990015
1/2/2023 20:00,12570,20117.25,16872,6422.5,14067.94581,22514.58893,18882.60793,7187.858549,14947.19242,23921.75074,20062.77093,7637.099708,15853.91549,25372.88635,21279.81402,8100.379654
1/2/2023 21:00,11943.75,19183.75,15823.25,6184.25,13367.06665,21469.8453,17708.88015,6921.216696,14202.50831,22811.71063,18815.68516,7353.79274,15064.05753,24195.50925,19957.07783,7799.886785
1/2/2023 22:00,11298.75,17859.5,15157,5866.25,12645.20308,19987.78665,16963.23426,6565.32117,13435.52827,21237.02332,18023.4364,6975.653743,14250.55113,22525.29863,19116.76986,7398.809209
1/2/2023 23:00,10679.75,16421.5,14524.5,5478.75,11952.43789,18378.4226,16255.3603,6131.643445,12699.46526,19527.07401,17271.32031,6514.87116,13469.83723,20711.62078,18319.02908,6910.074742
1/3/2023 0:00,10377.5,15154.75,13653.75,5053.25,11614.16926,16960.71613,15280.84448,5655.437324,12340.05484,18020.76089,16235.89726,6008.902157,13088.62435,19113.93205,17220.79544,6373.412765
1/3/2023 1:00,10079.25,14667,12894,4764.5,11280.37731,16414.84178,14430.55635,5332.277471,11985.40089,17440.76939,15332.46612,5665.544813,12712.45646,18498.75724,16262.56057,6009.226759
1/3/2023 2:00,9955.75,14442.5,12719.25,4748.5,11142.16002,16163.58849,14234.98168,5314.370778,11838.54502,17173.81277,15124.66804,5646.518951,12556.69206,18215.60656,16042.15709,5989.046755
1/3/2023 3:00,10075.75,14730.75,12330.5,4713.5,11276.46022,16486.18876,13799.905,5275.199886,11981.23899,17516.57556,14662.39906,5604.899879,12708.04209,18579.16194,15551.84606,5944.902997
1/3/2023 4:00,10345.5,15207.75,13009.25,4907.25,11578.35588,17020.03205,14559.54049,5492.038749,12302.00312,18083.78405,15469.51178,5835.291171,13048.26434,19180.77831,16407.91966,6189.270231
1/3/2023 5:00,10801,16065.5,13772,5227.5,12088.13705,17979.99868,15413.18613,5850.452404,12843.64561,19103.7486,16376.51027,6216.105679,13622.76382,20262.6157,17369.93828,6593.185619
1/3/2023 6:00,11868.75,18140,15036.75,5652.25,13283.12902,20301.71336,16828.65427,6325.819149,14113.32459,21570.57045,17880.44516,6721.182846,14969.46376,22879.07932,18965.10452,7128.901658
1/3/2023 7:00,12796.5,20256.5,16491.75,6138.5,14321.43743,22670.43312,18457.04418,6870.014746,15216.52727,24087.33519,19610.60944,7299.390667,16139.58867,25548.51545,20800.22361,7742.184586
1/3/2023 8:00,13164.25,21068,17397.75,6537.25,14733.01158,23578.63821,19471.01068,7316.283114,15653.82481,25052.3031,20687.94884,7773.550809,16603.41345,26572.02002,21942.91633,8245.108119
1/3/2023 9:00,13227.25,21449.5,17694,6778,14803.51919,24005.60093,19802.56429,7585.722888,15728.73914,25505.95098,21040.22456,8059.830568,16682.87221,27053.18698,22316.56171,8548.754113
1/3/2023 10:00,13197,21713.25,17981,6973.75,14769.66435,24300.78157,20123.7656,7804.800087,15692.76837,25819.58042,21381.50095,8292.600092,16644.71939,27385.84173,22678.54053,8795.643848
1/3/2023 11:00,13359.5,22193,18229.25,6970,14951.5292,24837.70257,20401.59914,7800.603205,15885.99977,26390.05898,21676.69908,8288.140906,16849.67256,27990.92653,22991.6459,8790.914159
1/3/2023 12:00,13302,22099.5,18142.5,6903.25,14887.17702,24733.06034,20304.51128,7725.89872,15817.62559,26278.87661,21573.54324,8208.76739,16777.15067,27872.99964,22882.23244,8706.725706
1/3/2023 13:00,13043.25,21431,17785.5,6634.75,14597.59222,23984.89631,19904.96819,7425.402025,15509.94173,25483.95233,21149.02871,7889.489652,16450.80217,27029.85385,22431.96611,8368.080017
1/3/2023 14:00,12813.75,21345.75,17579.5,6390.5,14340.74309,23889.48721,19674.41952,7152.045163,15237.03953,25382.58016,20904.07074,7599.047985,16161.34524,26922.33227,22172.14856,8060.019646
1/3/2023 15:00,12611.75,21180.25,17624.25,6355,14114.67109,23704.26486,19724.5023,7112.314687,14996.83803,25185.78141,20957.2837,7556.834355,15906.57269,26713.59535,22228.58951,8015.245263
1/3/2023 16:00,12872.75,21443.25,18166.75,6574,14406.77402,23998.60612,20331.65112,7357.41255,15307.1974,25498.51901,21602.37931,7817.250834,16235.759,27045.30417,22912.81776,8291.459065
1/3/2023 17:00,13313.75,22195,19138,6990.75,14900.32725,24839.94091,21418.64335,7823.825948,15831.5977,26392.43722,22757.30856,8312.81507,16791.97036,27993.44903,24137.80706,8817.085102
1/3/2023 18:00,13281.25,22021,19016.25,6995.75,14863.95428,24645.20562,21282.38461,7829.42179,15792.95142,26185.53097,22612.53364,8318.760652,16750.97972,27773.99149,23984.24984,8823.391353
1/3/2023 19:00,13024.25,21355,18302,6939.25,14576.32802,23899.83952,20483.01863,7766.188779,15487.34852,25393.57949,21763.2073,8251.575578,16426.83841,26933.99883,23083.40186,8752.130714
1/3/2023 20:00,12232,20435.25,17186,6716,13689.66692,22870.48446,19234.02678,7516.334452,14545.2711,24299.88973,20436.15346,7986.105355,15427.61291,25773.96393,21675.84659,8470.556599
1/3/2023 21:00,11415.5,19490.5,16301,6445.25,12775.86598,21813.15018,18243.56282,7213.319628,13574.35761,23176.47207,19383.7855,7664.152105,14397.80209,24582.39776,20559.64013,8129.073097
1/3/2023 22:00,10901.75,18460,15801.5,6287,12200.89326,20659.84723,17684.53824,7036.211241,12963.44908,21951.08768,18789.82188,7475.974444,13749.83478,23282.67939,19929.64564,7929.480247
1/3/2023 23:00,10250.5,16966.5,15173.75,5934.25,11472.03489,18988.36934,16981.98033,6641.424616,12189.03707,20175.14242,18043.3541,7056.513654,12928.44557,21399.00216,19137.8958,7484.574225
1/4/2023 0:00,9977.75,16294.5,14419.25,5537.25,11166.78173,18236.28823,16137.56783,6197.114792,11864.70558,19376.05624,17146.16582,6584.434466,12584.43956,20551.442,18186.28249,6983.857881
1/4/2023 1:00,9797.75,15875.75,13847.25,5304.75,10965.33143,17767.63649,15497.40355,5936.908157,11650.66464,18878.11377,16465.99127,6307.964917,12357.41452,20023.29347,17464.84736,6690.6172
1/4/2023 2:00,9974,15577,13549.5,5262.5,11162.58485,17433.28495,15164.17118,5889.623295,11860.2464,18522.86526,16111.93188,6257.724751,12579.70987,19646.49496,17089.3101,6637.329378
1/4/2023 3:00,10379.75,15792,13826.5,5270.5,11616.68739,17673.90614,15474.18081,5898.576642,12342.73035,18778.52528,16441.31711,6267.237682,13091.46216,19917.66376,17438.67642,6647.41938
1/4/2023 4:00,10915.5,16419.75,14303.25,5405.5,12216.28182,18376.46406,16007.7443,6049.664365,12979.79943,19524.99306,17008.22832,6427.768388,13767.17697,20709.4136,18039.97747,6817.688162
1/4/2023 5:00,11723.25,17484.75,15009.25,5645,13120.29003,19568.37832,16797.87714,6317.705179,13940.30816,20791.40197,17847.74446,6712.561752,14785.95185,22052.6451,18930.42014,7119.757594
1/4/2023 6:00,13204.5,19794.5,16475.25,6368.5,14778.05811,22153.37735,18438.5779,7127.42346,15701.68674,23537.96344,19590.98902,7572.887426,16654.17877,24965.81784,20779.41298,8032.272141
1/4/2023 7:00,14191.75,21370.5,17743.5,6825.25,15882.95704,23917.18663,19857.96312,7638.603591,16875.64185,25412.01079,21099.08582,8116.016315,17899.34807,26953.54821,22378.9936,8608.348187
1/4/2023 8:00,14708,22622.25,18596.75,7245.75,16460.72768,25318.10558,20812.89349,8109.21387,17489.52316,26900.48717,22113.69934,8616.039737,18550.4685,28532.3182,23455.15536,9138.703912
1/4/2023 9:00,14677.25,23010.25,18955,7621.75,16426.31326,25752.34288,21213.83555,8530.021159,17452.95783,27361.86432,22539.70027,9063.147482,18511.68506,29021.68329,23906.99826,9612.934002
1/4/2023 10:00,14877.5,23585.25,19422.75,7754.25,16650.42671,26395.86467,21737.32653,8678.310962,17691.07838,28045.60621,23095.90944,9220.705397,18764.25042,29746.90218,24496.94806,9780.049658
1/4/2023 11:00,15136,24015.75,19799.25,7975.25,16939.73172,26877.66663,22158.6934,8925.647161,17998.46496,28557.5208,23543.61174,9483.500109,19090.2836,30289.8704,24971.80878,10058.78596
1/4/2023 12:00,15194.25,24047.25,19833.75,8092.25,17004.92328,26912.92043,22197.30471,9056.589855,18067.73098,28594.97796,23584.63625,9622.626721,19163.75143,30329.59979,25015.32191,10206.35224
1/4/2023 13:00,15049.5,23546.75,19508,7912.75,16842.92366,26352.77669,21832.73563,8855.699141,17895.60639,27999.82523,23197.28161,9409.180337,18981.18546,29698.34404,24604.46964,9979.957821
1/4/2023 14:00,15077.75,23258.25,19139.25,7649.5,16874.54017,26029.89663,21420.04231,8561.07808,17929.19893,27656.76517,22758.79495,9096.14546,19016.81578,29334.47335,24139.38362,9647.933696
1/4/2023 15:00,14909.5,23060.75,18983.75,7553,16686.2401,25808.86089,21246.01164,8453.078337,17729.13011,27421.91469,22573.88736,8981.395733,18804.61042,29085.37643,23943.25921,9526.223048
1/4/2023 16:00,14764.5,23219,19257.75,7421.75,16523.96069,25985.96927,21552.66376,8306.187495,17556.70824,27610.09235,22899.70524,8825.324213,18621.72914,29284.96928,24288.84177,9360.683954
1/4/2023 17:00,15262.25,23759.5,19953.25,7632,17081.02672,26590.87975,22331.04532,8541.492635,18148.5909,28252.80973,23726.73566,9075.335924,19249.51645,29966.67503,25166.04131,9625.861817
1/4/2023 18:00,15246.5,23574.25,19752.75,7629.25,17063.39982,26383.55382,22106.65208,8538.414922,18129.86231,28032.52593,23488.31783,9072.065854,19229.65175,29733.02842,24913.16064,9622.393379
1/4/2023 19:00,14903.25,22749.25,18956.25,7571,16679.2453,25460.23995,21215.23451,8473.223367,17721.69813,27051.50495,22541.18666,9002.799827,18796.72761,28692.49698,23908.57482,9548.925552
1/4/2023 20:00,14115.75,21517.25,17773.75,7151.75,15797.90024,24081.42458,19891.81797,8004.012048,16785.26901,25586.51362,21135.05659,8504.262801,17803.49305,27138.63668,22417.14642,9020.14639
1/4/2023 21:00,13276,20453,16904.75,6814.75,14858.07864,22890.34969,18919.26069,7626.852323,15786.70856,24320.99655,20101.71449,8103.530594,16744.35816,25796.35112,21321.11996,8595.10506
1/4/2023 22:00,12651,19135.5,16481,6509.75,14158.59844,21415.84543,18445.01312,7285.505985,15043.51085,22754.33577,19597.82644,7740.850109,15956.07676,24134.65393,20786.66517,8210.423737
1/4/2023 23:00,11968.75,17711,15827,6110.5,13395.04586,19821.59015,17713.07703,6838.678032,14232.23622,21060.43954,18820.14435,7266.09541,15095.58879,22338.00297,19961.80752,7706.86958
1/5/2023 0:00,10447.5,16585.25,14151.75,5719.75,11692.51105,18561.68641,15838.1903,6401.363011,12423.29299,19721.79182,16828.0772,6801.448199,13176.91186,20918.15051,17848.89806,7214.036049
1/5/2023 1:00,9995.5,15850.75,13575,5381,11186.64696,17739.65728,15192.70997,6022.244741,11885.8124,18848.38586,16142.25435,6398.635038,12606.82675,19991.76221,17121.47198,6786.787531
1/5/2023 2:00,10529.25,15516.5,13519.75,5297.25,11784.00306,17365.57527,15130.87592,5928.514395,12520.50325,18450.92373,16076.55567,6299.046544,13280.01907,19570.18932,17051.78791,6681.157823
1/5/2023 3:00,10516,15645,13763,5328.75,11769.17408,17509.3884,15403.11362,5963.768197,12504.74746,18603.72518,16365.80822,6336.503709,13263.3075,19732.25997,17358.58703,6720.887206
1/5/2023 4:00,10947,15918.5,14027.75,5438.75,12251.53562,17815.48094,15699.41343,6086.876712,13017.2566,18928.94849,16680.62677,6467.306507,13806.90636,20077.21191,17692.50303,6859.624732
1/5/2023 5:00,11422,16901.25,14463,5642.75,12783.14058,18915.3436,16186.53144,6315.18705,13582.08686,20097.55258,17198.18966,6709.88624,14406.00022,21316.70559,18241.46219,7116.919781
1/5/2023 6:00,12508.5,18695.75,15760.25,6223,13999.11696,20923.69116,17638.37255,6964.584469,14874.06177,22231.42186,18740.77083,7399.870998,15776.3486,23580.01914,19877.61906,7848.760231
1/5/2023 7:00,14346.75,20610.75,17390.25,6797,16056.42813,23066.8985,19462.61691,7606.987086,17059.95488,24508.57965,20679.03047,8082.423779,18094.84185,25995.31334,21933.45695,8572.717868
1/5/2023 8:00,14712.75,21272,18286,6942,16466.04373,23806.94855,20465.11194,7769.266492,17495.17146,25294.88283,21744.18144,8254.845648,18556.45944,26829.31506,23063.22185,8755.599153
1/5/2023 9:00,14980.25,21150.75,18650.5,7070.75,16765.42126,23671.24939,20873.04879,7913.359414,17813.26009,25150.70248,22177.61434,8407.944377,18893.84388,26676.38847,23522.94756,8917.985121
1/5/2023 10:00,14972.25,21235.75,18843.75,7257.5,16756.46791,23766.3787,21089.32807,8122.364098,17803.74716,25251.77737,22407.41107,8630.011854,18883.75388,26783.59474,23766.68417,9153.523603
1/5/2023 11:00,15208,22053.75,19115.75,7374.25,17020.31184,24681.85838,21393.74185,8253.027,18084.08133,26224.47453,22730.85072,8768.841187,19181.09362,27815.29744,24109.74424,9300.774568
1/5/2023 12:00,15147.75,22611.25,18911.75,7381,16952.88195,25305.79472,21165.43152,8260.581386,18012.43707,26887.40689,22488.27099,8776.867722,19105.10329,28518.44445,23852.44919,9309.288007
1/5/2023 13:00,14163,22439,18477.75,7126.5,15850.78095,25113.01798,20679.71246,7975.753048,16841.45476,26682.5816,21972.19449,8474.237613,17863.08712,28301.19409,23305.06659,8988.299821
1/5/2023 14:00,13629.75,21991.5,18100.5,7021.75,15253.98444,24612.19016,20257.50622,7858.520166,16207.35847,26150.45204,21523.60035,8349.677676,17190.52543,27736.78461,22829.25993,8856.183859
1/5/2023 15:00,13436,21440.25,17945,6914.25,15037.14558,23995.24862,20083.47554,7738.209571,15976.96717,25494.95166,21338.69276,8221.84767,16946.1582,27041.52042,22633.13552,8720.599458
1/5/2023 16:00,13433.75,21269.5,18290,6905.25,15034.62745,23804.15063,20469.58861,7728.137057,15974.29166,25291.91004,21748.9379,8211.145623,16943.32039,26826.16194,23068.26685,8709.248206
1/5/2023 17:00,13792,22096.5,19039.75,7011.5,15435.5695,24729.70283,21308.68506,7847.048691,16400.29259,26275.30926,22640.47788,8337.489234,17395.16328,27869.21589,24013.88922,8843.256044
1/5/2023 18:00,13543.25,22358.25,18821.25,6893.25,15157.17638,25022.64514,21064.14678,7714.707037,16104.4999,26586.56046,22380.65596,8196.876226,17081.42729,28199.34813,23738.30604,8694.113203
1/5/2023 19:00,12950.75,21742.75,18057,6706.25,14494.06915,24333.79704,20208.82239,7505.42256,15399.94847,25854.65935,21471.87379,7974.51147,16334.13652,27423.04861,22774.39555,8458.259409
1/5/2023 20:00,12038.25,21015.75,16834.5,6302.75,13472.82805,23520.16167,18840.63912,7053.838142,14314.87981,24990.17177,20018.17906,7494.703026,15183.24568,26506.11969,21232.51713,7949.344938
1/5/2023 21:00,11108.25,19690.25,15693.75,6163.75,12432.00151,22036.70406,17563.94786,6898.273746,13209.00161,23413.99806,18661.6946,7329.415855,14010.28296,24834.3325,19793.74592,7774.031155
1/5/2023 22:00,10429.75,18375,15165,5872.75,11672.64581,20564.71792,16972.18761,6572.595764,12402.18617,21850.01279,18032.94933,6983.382999,13154.52467,23175.47312,19126.85986,7407.007335
1/5/2023 23:00,9743,17042,14324.5,5477,10904.05696,19072.86655,16031.52663,6129.6849,11585.56052,20264.92071,17033.49705,6512.790207,12288.36107,21494.22656,18066.77903,6907.867554
1/6/2023 0:00,9242,16178.75,13429.5,5119,10343.35363,18106.74449,15029.87098,5729.022641,10989.81324,19238.41602,15969.23792,6087.086556,11656.4747,20405.45229,16937.96007,6456.339969
1/6/2023 1:00,9057.25,15193.25,13046.5,4805.75,10136.58729,17003.80411,14601.22951,5378.443164,10770.12399,18066.54187,15513.80636,5714.595862,11423.45872,19162.49018,16454.90123,6061.253331
1/6/2023 2:00,9103.25,14706.75,13098.25,4683.75,10188.06903,16459.32872,14659.14648,5241.904629,10824.82334,17488.03677,15575.34313,5569.523668,11481.47623,18548.89194,16520.17093,5907.380802
1/6/2023 3:00,9400,15107.5,13152.5,4740.5,10520.18223,16907.83543,14719.86136,5305.417431,11177.69362,17964.57514,15639.85269,5637.006021,11855.75224,19054.33797,16588.59376,5978.956753
1/6/2023 4:00,9891.25,15586.75,13507.25,4909,11069.97367,17444.19685,15116.88632,5493.997293,11761.84702,18534.45915,16061.69171,5837.372124,12475.34142,19658.79215,17036.02228,6191.477419
1/6/2023 5:00,10720.75,16440,14081.25,4720.25,11998.32379,18399.12722,15759.28894,5282.754273,12748.21903,19549.07267,16744.24449,5612.926415,13521.54849,20734.95391,17759.97991,5953.416436
1/6/2023 6:00,11883.75,18633.75,14840.25,4654.5,13299.91655,20854.30272,16608.73769,5209.168955,14131.16133,22157.69664,17646.7838,5534.742015,14988.38252,23501.82162,18717.26885,5870.489233
1/6/2023 7:00,12932,20324.5,15716,4845.75,14473.08474,22746.53656,17588.84935,5423.209897,15377.65254,24168.1951,18688.15244,5762.160516,16310.48808,25634.28046,19821.80874,6111.703341
1/6/2023 8:00,13470.5,21276.25,16753,5004.5,15075.75688,23811.70501,18749.4269,5600.877868,16017.99169,25299.93658,19921.26608,5950.932735,16989.67133,26834.67538,21129.72524,6311.926816
1/6/2023 9:00,13736.75,21822.25,17269.5,5367.25,15373.73545,24422.77092,19327.47734,6006.856177,16334.59391,25949.1941,20535.44467,6382.284688,17325.47921,27523.31801,21781.16099,6769.44534
1/6/2023 10:00,13984.25,22681.5,17728,5583.25,15650.72961,25384.4163,19840.61602,6248.596535,16628.90021,26970.94232,21080.65452,6639.133818,17637.63864,28607.04727,22359.44422,7041.875392
1/6/2023 11:00,14182.25,23225.75,18093.75,5806,15872.32494,25993.52366,20249.95183,6497.891278,16864.34525,27618.11889,21515.57382,6904.009483,17887.36619,29293.48272,22820.74649,7322.818882
1/6/2023 12:00,14120,23106.5,18080.5,5913,15802.65671,25860.06284,20235.12285,6617.642289,16790.32275,27476.31676,21499.81803,7031.244932,17808.85336,29143.07863,22804.03493,7457.772658
1/6/2023 13:00,13939.25,22385.25,17490,5746.5,15600.36703,25052.86268,19574.25395,6431.300763,16575.38997,26618.6666,20797.64483,6833.257061,17580.88238,28233.40189,22059.26666,7247.774493
1/6/2023 14:00,13849.25,21986.5,16991.5,5558,15499.64189,24606.59431,19016.34855,6220.337535,16468.3695,26144.50646,20204.87033,6609.10863,17467.36986,27730.47836,21430.53342,7010.028823
1/6/2023 15:00,13637,21413.75,16750.25,5515.75,15262.09841,23965.59066,18746.34919,6173.052673,16215.97956,25463.44007,19917.99601,6558.868465,17199.6695,27008.09729,21126.2568,6956.741001
