,Wind_offshore_MW_Amprion,wind_offshore_MW_50Hertz,wind_onshore_MW_50Hertz,win_offshore_MW_Tennet,wind_onshore_MW_Tennet,wind_onshore_MW_TransnetBW
1/1/2020 0:00,"1,121.25",410.75,4082,138.5,"1,009.00",123.25
1/1/2020 1:00,"1,100.25",639.75,3881,529.25,"1,181.75",126
1/1/2020 2:00,975.5,728.25,3188,937.75,"1,456.25",157.5
1/1/2020 3:00,"1,124.25",763.5,2925,"1,298.50","1,767.75",162.5
1/1/2020 4:00,"1,284.50",894.75,3033,"1,397.50","2,000.00",195.25
1/1/2020 5:00,"1,241.50",936.25,3150,"1,223.25","2,048.75",258.5
1/1/2020 6:00,"1,172.75",940.5,3039,"1,002.25","1,941.50",306.75
1/1/2020 7:00,"1,092.75","1,013.50",2955,"1,140.75","1,879.75",321.25
1/1/2020 8:00,"1,013.25","1,015.50",2786,"1,267.75","1,778.50",355.5
1/1/2020 9:00,"1,047.75",972.5,2501,"1,368.50","1,903.50",333.5
1/1/2020 10:00,997,964.25,2528,"1,583.00","2,019.25",334.5
1/1/2020 11:00,879.25,986.25,2698,"1,765.75","1,978.50",266.25
1/1/2020 12:00,557.5,"1,014.50",2926,"2,349.00","1,817.00",151
1/1/2020 13:00,439.5,"1,014.75",2938,"2,604.25","1,786.25",143.5
1/1/2020 14:00,389.75,"1,013.75",2889,"2,313.00","1,736.00",88.75
1/1/2020 15:00,482,988.75,3459,"1,978.25","1,849.75",105.75
1/1/2020 16:00,695,982,4114,"2,003.00","2,221.50",136.25
1/1/2020 17:00,871.75,990,4631,"2,766.25","2,599.75",198
1/1/2020 18:00,"1,042.00",972.25,5024,"3,486.00","2,959.75",326
1/1/2020 19:00,"1,250.25",945.75,5136,"3,764.25","3,210.50",376.5
1/1/2020 20:00,"1,583.75",854.5,5246,"3,550.75","3,412.25",346
1/1/2020 21:00,"1,627.75",626.75,4696,"3,396.75","3,612.00",287.5
1/1/2020 22:00,"1,446.25",504.75,4408,"3,265.00","3,224.25",227.75
1/1/2020 23:00,"1,432.25",559.75,4359,"3,265.50","3,087.75",230.25
1/2/2020 0:00,"1,341.25",670.75,4087,"3,558.25","2,888.25",263.75
1/2/2020 1:00,"1,181.50",837,3848,"3,784.50","2,823.25",169.25
1/2/2020 2:00,"1,079.75",722.5,3587,"4,299.00","2,682.50",93
1/2/2020 3:00,892,698.25,3546,"4,510.00","2,506.75",71.5
1/2/2020 4:00,822.5,778.5,4053,"4,516.50","2,565.25",87.75
1/2/2020 5:00,733,766.5,4698,"4,389.50","2,794.00",101.25
1/2/2020 6:00,739.5,769.75,5360,"4,626.50","3,029.50",120
1/2/2020 7:00,749.25,756.25,5418,"4,648.00","3,192.00",136.25
1/2/2020 8:00,772.75,809.75,5418,"4,671.00","3,293.25",126
1/2/2020 9:00,849,765.5,5030,"5,159.50","3,324.75",109
1/2/2020 10:00,"1,041.75",712.25,4115,"5,374.50","3,268.25",99.25
1/2/2020 11:00,"1,151.25",712.25,3292,"5,730.00","3,179.50",81.25
1/2/2020 12:00,"1,208.00",664.25,2986,"5,759.00","3,143.75",87
1/2/2020 13:00,"1,215.00",616.75,3374,"5,786.50","3,418.00",72.75
1/2/2020 14:00,"1,340.00",609,3992,"5,893.00","3,609.25",90
1/2/2020 15:00,"1,766.25",613.75,4988,"5,854.75","3,818.50",108.25
1/2/2020 16:00,"2,110.75",568,6534,"5,951.50","3,910.25",128.25
1/2/2020 17:00,"2,428.75",637.25,7995,"5,970.25","4,256.25",161.75
1/2/2020 18:00,"2,724.25",737.25,8219,"6,000.25","4,627.75",163
1/2/2020 19:00,"3,136.50",781,7806,"6,033.00","5,213.00",201.25
1/2/2020 20:00,"3,539.25",847.5,7582,"6,034.75","5,911.00",280.25
1/2/2020 21:00,"3,875.25",943.75,7406,"5,974.00","6,636.00",349.25
1/2/2020 22:00,"4,030.00",985,6923,"5,748.25","7,114.00",389
1/2/2020 23:00,"4,239.25","1,017.00",7181,"5,751.25","7,587.00",461.75
1/3/2020 0:00,"4,507.50",991.75,7812,"5,750.00","8,133.50",512.25
1/3/2020 1:00,"4,778.25","1,008.25",8191,"5,756.75","8,480.00",567
1/3/2020 2:00,"4,966.25",995.75,8537,"5,710.25","8,740.00",581.5
1/3/2020 3:00,"5,187.75","1,014.00",9270,"5,634.00","9,152.25",602.75
1/3/2020 4:00,"5,335.25","1,005.75",9726,"5,629.25","9,530.25",618.5
1/3/2020 5:00,"5,695.50","1,000.00",10492,"5,624.75","9,734.75",653
1/3/2020 6:00,"5,890.50","1,017.75",11053,"5,633.00","10,281.25",759.75
1/3/2020 7:00,"6,122.25","1,025.50",10986,"5,572.50","10,278.00",723
1/3/2020 8:00,"6,259.00","1,024.25",10278,"5,411.50","10,504.50",734.5
1/3/2020 9:00,"6,341.00","1,024.75",10565,"4,960.00","11,013.00",809.75
1/3/2020 10:00,"6,583.75","1,024.00",10834,"4,447.00","10,963.00",824.5
1/3/2020 11:00,"6,798.50","1,026.50",10646,"3,858.00","11,029.75",897.75
1/3/2020 12:00,"6,821.75","1,023.25",10661,"2,781.00","10,756.00",941
1/3/2020 13:00,"7,025.00","1,018.75",10783,"3,511.25","10,075.00",971.25
1/3/2020 14:00,"7,390.50","1,022.50",10889,"4,365.75","9,287.00",963.25
1/3/2020 15:00,"7,685.50","1,009.25",10902,"3,841.25","9,254.00","1,030.75"
1/3/2020 16:00,"7,643.50",851.25,10875,"5,153.25","9,156.75","1,140.75"
1/3/2020 17:00,"7,675.00",614,11225,"5,594.00","9,426.50","1,189.75"
1/3/2020 18:00,"7,631.25",416.25,11456,"5,564.50","10,246.50","1,262.75"
1/3/2020 19:00,"6,642.00",327,11446,"5,591.00","10,528.50","1,307.00"
1/3/2020 20:00,"5,770.00",440.75,11631,"5,349.25","10,821.25","1,293.50"
1/3/2020 21:00,"5,329.75",796.5,12064,"5,084.00","10,477.00","1,256.00"
1/3/2020 22:00,"4,784.75",884.25,11954,"5,035.75","10,167.00","1,193.25"
1/3/2020 23:00,"4,476.00",993.75,12003,"4,778.00","10,377.25","1,113.25"
1/4/2020 0:00,"4,096.75","1,026.00",11562,"4,313.75","10,578.50","1,006.75"
1/4/2020 1:00,"3,877.25","1,026.50",10780,"3,970.50","10,553.50",900.25
1/4/2020 2:00,"3,624.75","1,028.25",10449,"3,849.00","10,511.25",820.25
1/4/2020 3:00,"3,840.00","1,028.75",10908,"3,698.00","10,688.00",666.25
1/4/2020 4:00,"4,227.00","1,028.50",11695,"4,003.25","11,077.75",487.5
1/4/2020 5:00,"4,689.25","1,028.75",12093,"4,034.00","11,651.00",418
1/4/2020 6:00,"5,370.75","1,028.50",12214,"4,031.00","12,633.75",436.5
1/4/2020 7:00,"5,801.50","1,028.50",12641,"4,031.25","13,014.00",427.5
1/4/2020 8:00,"6,032.25","1,018.25",13347,"4,031.25","13,250.25",534.25
1/4/2020 9:00,"6,112.50","1,019.00",13908,"4,025.50","13,844.00",609.5
1/4/2020 10:00,"6,019.00",980.5,14541,"4,021.25","14,346.75",631.5
1/4/2020 11:00,"5,907.75",519.5,14703,"4,143.00","14,699.50",649.75
1/4/2020 12:00,"6,116.25",880,14765,"4,479.00","14,614.50",731.5
1/4/2020 13:00,"6,553.50","1,027.50",14636,"4,433.00","13,962.25",864
1/4/2020 14:00,"6,595.00","1,027.25",14203,"4,482.00","13,132.00",914.25
1/4/2020 15:00,"6,464.50","1,028.75",13997,"4,645.00","11,952.50","1,048.00"
1/4/2020 16:00,"6,317.00","1,028.00",13857,"4,909.75","11,503.75","1,066.75"
1/4/2020 17:00,"5,868.50","1,028.25",14022,"4,695.25","11,045.00","1,040.75"
1/4/2020 18:00,"5,250.00","1,027.75",13777,"3,965.25","10,135.50","1,037.25"
1/4/2020 19:00,"4,436.00","1,022.50",13136,"3,205.50","9,098.50","1,019.25"
1/4/2020 20:00,"3,790.25","1,026.75",12179,"2,681.50","8,158.75","1,040.75"
1/4/2020 21:00,"3,274.25","1,028.00",11201,"1,704.25","7,056.75","1,016.00"
1/4/2020 22:00,"2,774.00","1,027.00",10368,"1,231.50","5,400.50",974.25
1/4/2020 23:00,"2,455.00","1,023.75",9280,"1,054.50","4,250.25",912.5
1/5/2020 0:00,"2,085.50",987,8358,874.25,"3,693.75",829.5
1/5/2020 1:00,"1,781.00",917.5,8274,583,"3,507.75",722.75
1/5/2020 2:00,"1,400.00",899.75,7850,314.75,"2,825.25",587.25
1/5/2020 3:00,"1,150.00",715.5,6788,525.25,"2,335.50",440
1/5/2020 4:00,"1,055.25",515,5661,"1,030.25","2,321.00",322.5
1/5/2020 5:00,"1,021.00",465.25,4515,"1,618.25","2,659.00",246.75
1/5/2020 6:00,955,340.75,3732,"1,970.50","3,212.00",163.25
1/5/2020 7:00,961,325.5,2980,"2,280.25","3,223.00",110.25
1/5/2020 8:00,948.25,262,2326,"2,781.50","3,156.50",56.75
1/5/2020 9:00,865.25,146.5,1754,"3,271.00","3,257.75",31.5
1/5/2020 10:00,853.5,143,1476,"3,779.00","3,110.75",6.25
1/5/2020 11:00,824.75,169.5,1298,"4,384.75","3,121.00",12.25
1/5/2020 12:00,818.5,160,1361,"4,441.75","3,264.50",13.5
1/5/2020 13:00,867.25,180,1545,"4,558.50","3,391.50",11.5
1/5/2020 14:00,961.75,330.75,2154,"4,523.75","3,782.00",10.5
1/5/2020 15:00,"1,109.00",450.75,3138,"4,281.00","4,263.00",14.25
1/5/2020 16:00,"1,325.75",526.75,4369,"4,502.50","4,711.50",23.5
1/5/2020 17:00,"1,487.75",683.5,5008,"4,514.00","5,115.25",39.5
1/5/2020 18:00,"1,580.75",807,5146,"4,548.25","5,421.25",58.75
1/5/2020 19:00,"1,571.50",890.5,5400,"4,374.25","5,567.75",65.75
1/5/2020 20:00,"1,505.25",938.25,5635,"4,718.00","5,910.25",67
1/5/2020 21:00,"1,443.75","1,001.25",5646,"4,709.00","6,329.00",75.25
1/5/2020 22:00,"1,448.75","1,013.25",5813,"4,863.50","6,105.75",88.75
1/5/2020 23:00,"1,329.75","1,006.75",5914,"4,868.50","5,978.75",102.5
1/6/2020 0:00,"1,242.25",983.5,5666,"5,029.25","6,099.50",109.25
1/6/2020 1:00,"1,233.00",984.75,5630,"4,827.25","5,910.75",99
1/6/2020 2:00,"1,188.75","1,001.75",5383,"4,739.25","5,618.00",111.25
1/6/2020 3:00,"1,123.00",970.75,5311,"4,877.50","5,410.25",142.25
1/6/2020 4:00,"1,080.25",946,5124,"5,159.25","5,226.75",164.75
1/6/2020 5:00,"1,008.25",941.75,4828,"5,181.25","4,957.00",184.75
1/6/2020 6:00,915.75,913.5,4665,"4,967.50","4,780.50",155.75
1/6/2020 7:00,952.75,949.25,4522,"4,595.75","4,412.75",140
1/6/2020 8:00,"1,010.00",919.25,4380,"4,159.00","4,209.25",105.25
1/6/2020 9:00,"1,156.75",895.75,4006,"4,194.50","4,131.50",106.75
1/6/2020 10:00,"1,190.25",822.25,3565,"4,595.00","4,042.00",122.25
1/6/2020 11:00,"1,084.25",819.5,3352,"4,646.00","3,792.25",116.25
1/6/2020 12:00,"1,005.75",701.75,2943,"5,227.25","3,563.25",94
1/6/2020 13:00,980,723.5,2668,"5,540.00","3,495.00",82.75
1/6/2020 14:00,"1,028.00",654.75,2347,"5,650.25","3,350.00",95.25
1/6/2020 15:00,"1,161.00",621.75,2410,"5,651.00","3,650.25",114.25
1/6/2020 16:00,"1,846.00",701.25,2866,"5,785.50","4,460.00",150
1/6/2020 17:00,"2,704.75",575.5,3082,"5,784.00","5,175.75",172
1/6/2020 18:00,"3,267.25",497,3435,"5,784.75","5,839.00",239
1/6/2020 19:00,"3,750.00",452.75,3695,"5,506.00","6,173.75",350.25
1/6/2020 20:00,"4,297.25",386.75,3945,"5,478.50","6,408.00",433
1/6/2020 21:00,"4,833.25",381.5,4222,"5,411.00","6,341.50",558.5
1/6/2020 22:00,"4,746.00",335.75,4382,"5,298.75","6,411.50",718.5
1/6/2020 23:00,"4,974.00",393.75,4654,"5,273.75","6,332.00",831.5
1/7/2020 0:00,"4,931.00",499.75,4716,"5,351.00","6,466.50",916.25
1/7/2020 1:00,"4,375.25",440.25,4934,"5,394.25","6,345.25","1,001.00"
1/7/2020 2:00,"4,160.00",431.25,5806,"4,986.75","6,256.75","1,086.00"
1/7/2020 3:00,"3,894.50",363.5,6021,"4,533.75","6,245.00","1,081.50"
1/7/2020 4:00,"3,640.25",395.25,5616,"4,401.75","6,424.50","1,007.25"
1/7/2020 5:00,"3,413.75",325.75,5334,"4,639.50","6,500.25",928
1/7/2020 6:00,"3,226.25",372.25,5140,"4,268.25","6,872.25",767.5
1/7/2020 7:00,"2,932.75",313.25,5008,"3,701.75","6,803.00",706.5
1/7/2020 8:00,"2,549.00",195,4559,"2,693.00","6,302.00",705
1/7/2020 9:00,"2,158.00",184,4305,"1,790.25","5,282.00",653.75
1/7/2020 10:00,"1,795.25",223.5,3830,"1,751.50","4,587.50",581.75
1/7/2020 11:00,"1,633.25",253.75,3577,"2,389.75","4,006.25",462.25
1/7/2020 12:00,"1,942.75",350.25,3421,"4,250.00","4,190.75",355.75
1/7/2020 13:00,"2,315.75",509.25,3368,"5,131.00","4,953.00",247
1/7/2020 14:00,"2,197.75",781.25,3697,"5,313.25","5,653.25",146.25
1/7/2020 15:00,"1,958.00",837,4177,"5,382.50","6,051.25",104
1/7/2020 16:00,"1,890.00",880.75,4840,"5,399.00","6,764.00",72.25
1/7/2020 17:00,"2,553.75",923.25,5549,"5,438.25","8,128.25",48.25
1/7/2020 18:00,"3,499.25",875.75,6112,"4,821.00","9,380.50",45.5
1/7/2020 19:00,"4,276.00",899.75,6772,"4,276.75","10,413.50",68.5
1/7/2020 20:00,"5,008.00",831.75,7645,"3,991.25","10,944.75",131.5
1/7/2020 21:00,"5,035.75",904,8245,"3,984.00","10,986.00",207.5
1/7/2020 22:00,"4,679.50",965,8759,"3,991.00","10,689.50",308.75
1/7/2020 23:00,"4,558.50","1,021.50",9491,"3,986.25","11,093.25",437.5
1/8/2020 0:00,"4,588.00","1,036.25",10131,"3,989.25","11,479.50",470.25
1/8/2020 1:00,"4,718.00","1,037.50",10655,"3,997.00","11,594.75",473
1/8/2020 2:00,"4,958.50","1,039.25",10908,"4,002.75","11,474.75",404.75
1/8/2020 3:00,"4,971.25","1,031.25",10946,"4,002.75","11,166.25",374.75
1/8/2020 4:00,"4,808.00","1,031.00",10799,"4,218.00","10,678.00",361
1/8/2020 5:00,"4,887.75","1,029.50",10372,"4,472.75","10,416.25",412.75
1/8/2020 6:00,"4,907.50","1,033.00",10559,"4,473.00","10,739.75",436
1/8/2020 7:00,"4,805.50","1,032.75",10619,"4,849.50","10,648.50",482
1/8/2020 8:00,"4,670.75","1,031.50",10586,"5,087.75","10,331.00",562.5
1/8/2020 9:00,"4,600.25","1,031.50",10487,"5,437.00","10,108.50",521
1/8/2020 10:00,"4,570.75","1,031.00",10346,"5,445.25","9,914.00",541.5
1/8/2020 11:00,"4,483.00","1,032.75",10189,"4,997.50","9,552.75",523.75
1/8/2020 12:00,"4,113.00","1,033.00",9738,"4,406.25","8,883.25",517.75
1/8/2020 13:00,"3,752.25","1,033.75",8951,"3,734.50","8,249.00",508
1/8/2020 14:00,"3,382.25","1,033.50",8246,"3,517.25","7,210.50",464.5
1/8/2020 15:00,"2,895.50","1,030.50",7406,"2,752.25","6,296.75",433.5
1/8/2020 16:00,"2,667.00","1,025.25",6837,"2,048.50","5,254.00",455.5
1/8/2020 17:00,"2,436.25","1,015.25",6611,"1,428.75","4,583.75",501
1/8/2020 18:00,"2,187.00",957.75,6270,"1,124.75","4,149.75",519.5
1/8/2020 19:00,"2,106.00",883,5893,"1,147.00","3,704.25",519.75
1/8/2020 20:00,"1,951.25",908.5,5495,979,"3,474.75",490.5
1/8/2020 21:00,"1,797.75",889.25,4932,715.5,"3,146.50",480.5
1/8/2020 22:00,"1,671.00",852,4055,528.25,"2,649.75",441
1/8/2020 23:00,"1,660.50",806.75,3165,511,"2,237.75",364.5
1/9/2020 0:00,"1,736.50",635.75,2590,340.5,"1,961.00",327
1/9/2020 1:00,"1,930.75",476,2468,182.5,"1,742.25",338.5
1/9/2020 2:00,"2,248.00",389.25,2349,88.75,"1,749.75",349.75
1/9/2020 3:00,"2,877.00",206,2480,109.25,"2,085.75",399
1/9/2020 4:00,"3,345.25",124.75,2530,503.5,"2,589.75",437.25
1/9/2020 5:00,"3,809.25",55.75,2782,866,"3,455.75",480
1/9/2020 6:00,"4,540.25",26.5,3233,"1,430.75","4,682.75",526.5
1/9/2020 7:00,"5,277.50",27,4018,"2,408.00","6,049.00",596
1/9/2020 8:00,"5,977.50",19.75,4695,"3,869.75","7,268.75",659
1/9/2020 9:00,"6,350.00",61.75,5646,"5,392.50","8,687.50",669.5
1/9/2020 10:00,"6,770.75",209,6748,"5,617.50","9,632.25",635.75
1/9/2020 11:00,"7,008.25",413.25,7839,"5,398.00","10,408.00",497.5
1/9/2020 12:00,"7,132.00",593.75,8378,"5,361.00","10,909.00",427.75
1/9/2020 13:00,"6,880.00",603,8418,"5,372.50","11,321.50",389
1/9/2020 14:00,"6,565.00",873.5,8954,"5,377.50","11,065.75",341
1/9/2020 15:00,"6,191.50",955.5,9111,"5,373.75","10,740.00",343
1/9/2020 16:00,"5,851.75",952.75,8973,"5,359.25","10,009.50",406.5
1/9/2020 17:00,"5,518.25",949.5,9008,"5,337.00","9,767.50",471.75
1/9/2020 18:00,"5,233.00",960.25,8747,"5,296.75","9,462.50",500.75
1/9/2020 19:00,"5,311.50",980,8285,"5,238.75","8,720.00",541.5
1/9/2020 20:00,"5,170.25",988.25,7596,"5,089.75","8,258.00",647
1/9/2020 21:00,"5,018.25",954.25,7028,"4,097.00","7,696.75",655.75
1/9/2020 22:00,"5,265.75",893,6947,"2,400.50","7,258.75",666.5
1/9/2020 23:00,"5,678.00",827.25,6936,"1,525.50","6,890.75",758.75
1/10/2020 0:00,"5,697.50",781.75,7143,"1,030.00","6,844.75",853
1/10/2020 1:00,"5,822.75",740.75,7106,"1,021.25","6,996.00","1,052.00"
1/10/2020 2:00,"6,003.50",817.5,7216,"1,596.00","7,327.75","1,102.75"
1/10/2020 3:00,"6,137.50",618.5,7672,"1,034.50","8,073.25","1,093.75"
1/10/2020 4:00,"5,780.25",473.75,8287,544.5,"8,487.00","1,090.75"
1/10/2020 5:00,"5,210.75",524,8955,995.5,"9,048.75",968
1/10/2020 6:00,"5,032.50",417,9257,"2,019.25","9,710.75",859
1/10/2020 7:00,"4,872.00",418.75,9342,"2,466.50","9,454.50",819.75
1/10/2020 8:00,"4,439.00",616.25,9715,"3,515.25","8,957.25",777.5
1/10/2020 9:00,"4,062.50",655.5,9339,"4,376.25","7,946.75",795.5
1/10/2020 10:00,"3,860.25",536.75,9294,"5,125.25","7,675.25",787.5
1/10/2020 11:00,"3,824.75",51.25,9630,"5,198.75","8,255.25",747.75
1/10/2020 12:00,"4,168.75",55.5,8889,"5,165.00","9,018.75",803.5
1/10/2020 13:00,"4,368.25",91.75,8131,"5,121.25","9,633.75",827.5
1/10/2020 14:00,"4,833.75",537.75,7655,"5,129.75","9,860.25",808
1/10/2020 15:00,"5,028.25",776,8023,"5,438.25","10,275.00",827.25
1/10/2020 16:00,"5,022.00",790.25,8505,"5,488.50","11,153.75",869.75
1/10/2020 17:00,"4,340.75",629.75,9836,"5,111.00","11,051.50",881
1/10/2020 18:00,"3,448.50",651.75,10787,"3,390.25","9,893.75",837.75
1/10/2020 19:00,"2,923.75",602.25,10751,"2,098.50","7,841.50",779
1/10/2020 20:00,"2,729.25",411.75,10097,"1,955.25","7,040.00",669
1/10/2020 21:00,"2,599.25",310,9489,"1,572.50","7,244.25",568.5
1/10/2020 22:00,"2,262.50",259.5,9201,"1,202.00","6,323.00",553.5
1/10/2020 23:00,"1,996.50",185.5,8416,"1,516.25","5,481.00",512.25
1/11/2020 0:00,"2,041.25",120.5,7110,"1,930.50","5,112.25",501
1/11/2020 1:00,"1,834.00",77.5,6216,"2,528.00","4,666.25",450.5
1/11/2020 2:00,"1,611.00",44,5383,"3,318.25","4,586.75",335.5
1/11/2020 3:00,"1,606.75",17.75,4687,"4,479.75","4,770.75",273.5
1/11/2020 4:00,"1,707.50",2,4454,"4,840.00","5,351.25",176
1/11/2020 5:00,"1,689.00",5.5,4504,"5,350.25","5,294.75",112.75
1/11/2020 6:00,"1,674.00",19.25,3151,"5,450.00","6,086.50",104.75
1/11/2020 7:00,"1,815.25",24.25,2468,"5,232.00","6,364.75",65.75
1/11/2020 8:00,"2,152.25",92,2455,"5,257.50","6,816.00",39.5
1/11/2020 9:00,"2,354.25",156.5,2427,"5,266.00","6,945.75",16.75
1/11/2020 10:00,"2,361.50",276,2499,"5,273.00","7,319.00",4.25
1/11/2020 11:00,"2,629.25",396.25,2881,"5,270.00","7,959.00",3
1/11/2020 12:00,"2,948.00",533.5,3652,"5,098.25","8,664.50",3.75
1/11/2020 13:00,"3,112.75",704,4692,"5,064.00","9,284.00",4.5
1/11/2020 14:00,"3,073.75",881.75,5347,"5,052.25","9,341.25",6.5
1/11/2020 15:00,"3,116.75",907,6210,"5,049.50","9,301.00",10
1/11/2020 16:00,"3,234.50","1,007.00",7126,"5,064.50","10,022.25",18.25
1/11/2020 17:00,"3,635.00","1,031.00",7981,"4,903.00","10,704.50",34
1/11/2020 18:00,"4,009.50","1,038.25",8975,"4,559.75","11,360.00",29
1/11/2020 19:00,"4,277.50","1,038.75",9777,"3,905.50","11,634.25",34.5
1/11/2020 20:00,"4,364.25","1,031.50",10099,"3,874.25","11,777.25",42.75
1/11/2020 21:00,"4,336.25","1,038.25",9773,"3,930.00","11,583.75",43.5
1/11/2020 22:00,"4,269.50","1,030.50",9597,"4,167.50","10,901.50",53.5
1/11/2020 23:00,"4,391.75","1,032.00",9489,"4,197.00","11,038.00",71.25
1/12/2020 0:00,"4,350.50","1,032.75",9250,"3,991.25","11,075.50",71.75
1/12/2020 1:00,"4,426.25","1,032.50",9093,"3,882.50","11,077.25",106
1/12/2020 2:00,"4,527.50","1,032.25",9114,"3,892.25","11,037.00",130.25
1/12/2020 3:00,"4,845.25","1,032.50",9339,"3,892.50","11,090.50",153.5
1/12/2020 4:00,"4,988.50","1,031.25",9685,"3,892.50","10,980.75",186
1/12/2020 5:00,"5,131.50","1,032.75",9884,"3,892.75","10,824.75",214.25
1/12/2020 6:00,"5,390.75","1,031.75",10007,"3,893.25","11,283.50",238.25
1/12/2020 7:00,"5,632.50","1,027.50",10223,"4,228.50","11,299.25",251.25
1/12/2020 8:00,"5,729.75","1,031.00",10065,"4,282.75","11,204.50",295.5
1/12/2020 9:00,"6,010.25","1,038.00",9967,"4,426.75","11,226.25",326.25
1/12/2020 10:00,"6,563.25","1,035.75",9504,"4,656.25","11,392.75",350.25
1/12/2020 11:00,"6,733.25","1,031.25",9697,"4,779.75","11,421.75",434.75
1/12/2020 12:00,"6,912.25","1,032.00",10110,"4,923.50","11,753.50",503.25
1/12/2020 13:00,"6,759.50","1,014.75",10318,"4,809.00","11,750.50",506.5
1/12/2020 14:00,"6,755.50",959.75,10403,"4,644.75","12,036.75",511.75
1/12/2020 15:00,"6,792.00",946.5,11412,"4,433.50","12,299.25",510.5
1/12/2020 16:00,"6,723.75",950.75,12139,"3,598.00","12,899.75",543
1/12/2020 17:00,"6,530.75",935.25,12873,"3,466.25","13,336.50",612.5
1/12/2020 18:00,"6,387.00",889.5,13327,"3,136.25","12,941.00",668.25
1/12/2020 19:00,"6,359.50",915.25,13631,"3,012.50","12,570.75",697.75
1/12/2020 20:00,"5,998.00",835.75,13366,"4,421.25","11,577.50",678
1/12/2020 21:00,"5,362.25","1,021.25",13317,"5,319.25","11,336.75",645.75
1/12/2020 22:00,"4,330.50","1,013.75",12738,"5,046.50","10,383.75",592.5
1/12/2020 23:00,"3,701.25",923.25,11970,"4,446.75","9,718.00",495.25
1/13/2020 0:00,"3,195.75",940.75,11136,"3,696.75","8,417.50",399.25
1/13/2020 1:00,"2,864.50",838.75,9937,"3,241.50","7,316.50",336
1/13/2020 2:00,"2,512.75",585.5,8410,"2,524.25","6,371.50",253.25
1/13/2020 3:00,"2,369.75",472.25,7232,"2,113.50","5,616.25",197
1/13/2020 4:00,"2,362.50",521.25,6339,"2,109.25","5,195.25",151.5
1/13/2020 5:00,"2,296.50",673.5,5835,"2,500.75","5,118.50",106
1/13/2020 6:00,"2,240.00",625,5559,"2,499.25","5,048.75",90
1/13/2020 7:00,"2,070.00",648.75,5229,"2,710.50","4,451.50",88
1/13/2020 8:00,"1,969.25",787,4542,"3,315.50","4,546.75",100.5
1/13/2020 9:00,"1,727.00",703.5,3968,"3,386.00","4,495.00",117.75
1/13/2020 10:00,"1,541.75",583.25,3326,"3,895.50","4,291.75",129.25
1/13/2020 11:00,"1,491.25",570.25,3052,"4,372.50","4,176.75",124.5
1/13/2020 12:00,"1,551.75",457.75,2617,"4,570.25","3,942.00",117
1/13/2020 13:00,"1,606.75",413.25,2458,"4,627.50","3,726.25",88.75
1/13/2020 14:00,"1,731.75",315.25,2237,"4,822.00","3,386.50",85.75
1/13/2020 15:00,"2,035.25",247,2667,"4,879.75","3,422.25",104.75
1/13/2020 16:00,"2,393.75",322.25,3531,"4,775.00","4,521.00",135
1/13/2020 17:00,"3,200.25",190.25,4203,"5,061.75","5,946.25",182.75
1/13/2020 18:00,"4,306.00",255.25,4972,"5,163.50","7,604.50",215.25
1/13/2020 19:00,"5,252.00",383.25,5582,"4,866.75","8,906.25",197.5
1/13/2020 20:00,"5,876.25",432.5,6469,"4,787.00","10,104.75",270.25
1/13/2020 21:00,"6,099.00",468.5,7087,"4,834.25","10,961.75",403.5
1/13/2020 22:00,"6,092.50",472,7724,"4,811.00","10,886.25",477.75
1/13/2020 23:00,"6,665.75",645,8573,"4,836.00","11,334.75",577.5
1/14/2020 0:00,"6,906.75",841,9729,"4,826.00","11,421.00",667.25
1/14/2020 1:00,"7,184.50",778.5,10581,"4,850.00","11,826.00",739
1/14/2020 2:00,"7,418.75",928,11237,"4,796.25","12,367.00",891.25
1/14/2020 3:00,"7,575.25","1,025.00",11262,"4,768.25","12,755.25","1,018.25"
1/14/2020 4:00,"7,579.50","1,037.50",11848,"4,717.25","13,056.75","1,036.75"
1/14/2020 5:00,"7,847.25","1,037.25",12518,"4,717.50","13,315.25",945.25
1/14/2020 6:00,"8,496.00","1,034.25",12726,"4,847.00","14,030.50",933.25
1/14/2020 7:00,"8,452.50","1,038.50",12784,"4,900.25","13,898.25",999.25
1/14/2020 8:00,"8,236.75",830.25,12793,"4,875.00","13,672.25","1,018.50"
1/14/2020 9:00,"8,066.75",809.75,12534,"5,104.50","13,245.75",992.25
1/14/2020 10:00,"7,959.25",809.75,12279,"5,176.25","12,503.00",933
1/14/2020 11:00,"7,790.50",732.25,12060,"5,132.25","11,951.00",774
1/14/2020 12:00,"7,777.25",963,11962,"5,276.00","11,533.25",598.5
1/14/2020 13:00,"7,592.00","1,017.50",11586,"5,275.50","11,047.75",547
1/14/2020 14:00,"7,641.50","1,015.75",11334,"5,232.75","10,657.25",559
1/14/2020 15:00,"7,861.00",968.75,11310,"5,257.00","10,944.50",599
1/14/2020 16:00,"8,225.50",706.5,11288,"5,341.25","11,615.25",681.25
1/14/2020 17:00,"8,479.75",554.25,12017,"5,182.75","13,029.25",767.5
1/14/2020 18:00,"8,580.25",932.75,13012,"4,424.00","13,267.25",849.75
1/14/2020 19:00,"8,677.75",990.25,13959,"3,573.75","13,594.00",880
1/14/2020 20:00,"8,730.50","1,006.50",14125,"3,093.25","13,366.75",914.5
1/14/2020 21:00,"8,606.50","1,009.75",13473,"2,721.00","13,532.75",884.75
