,Wind_offshore_MW_Amprion,wind_offshore_MW_50Hertz,wind_onshore_MW_50Hertz,win_offshore_MW_Tennet,wind_onshore_MW_Tennet,wind_onshore_MW_TransnetBW
2/26/2020 19:00,"4,940.00",363.5,"6,577.50","1,830.50","5,337.25",888
2/26/2020 20:00,"4,853.75",262.25,"6,629.00","1,680.75","5,289.50",889.5
2/26/2020 21:00,"4,756.00",259.75,"6,485.25","1,389.25","5,064.75",856.75
2/26/2020 22:00,"4,208.50",293.75,"5,963.75","1,573.50","4,969.25",834.25
2/26/2020 23:00,"4,150.25",236.5,"5,834.00","1,809.50","4,888.25",869.25
2/27/2020 0:00,"4,004.50",200.75,"5,511.75","2,384.25","4,983.50",855.25
2/27/2020 1:00,"3,778.00",197.25,"5,358.50","2,648.00","5,212.75",856.5
2/27/2020 2:00,"3,678.25",252.5,"5,355.25","2,457.25","5,583.25",829.75
2/27/2020 3:00,"3,686.75",293.75,"5,181.50","2,320.75","5,740.50",801.5
2/27/2020 4:00,"3,490.50",201,"4,992.75","2,661.75","6,073.25",775
2/27/2020 5:00,"3,040.00",198.5,"4,887.75","2,137.50","6,450.00",767
2/27/2020 6:00,"2,780.50",163,"4,685.25","1,834.25","6,106.50",730
2/27/2020 7:00,"2,705.00",277.5,"4,615.25","1,476.00","5,018.25",701.5
2/27/2020 8:00,"2,862.50",277.75,"4,303.50","2,017.75","4,254.25",605
2/27/2020 9:00,"2,706.00",211,"4,045.50","2,152.00","3,850.25",490.25
2/27/2020 10:00,"2,474.50",127,"4,063.75","2,223.00","3,361.75",395.75
2/27/2020 11:00,"2,408.25",58,"4,324.75","2,626.25","2,982.75",344.75
2/27/2020 12:00,"2,513.25",80.75,"3,651.25","3,217.00","2,833.50",370.5
2/27/2020 13:00,"2,816.00",38,"2,531.50","2,771.75","2,412.75",451.5
2/27/2020 14:00,"3,000.50",123,"1,392.25","2,217.00","1,791.50",648
2/27/2020 15:00,"2,615.25",102,658.25,"1,596.50","1,620.75",872
2/27/2020 16:00,"1,703.25",37,444.5,"1,396.75","1,650.00","1,075.00"
2/27/2020 17:00,"1,266.25",18.5,307,"1,369.25","1,632.25","1,189.00"
2/27/2020 18:00,"2,171.00",5.25,324.75,"1,567.50","1,870.75","1,121.25"
2/27/2020 19:00,"3,021.00",13.25,410.5,"2,375.25","2,203.00",988
2/27/2020 20:00,"3,580.00",22,327.5,"3,350.75","2,656.75",991.75
2/27/2020 21:00,"4,212.00",34,343.75,"4,398.75","3,639.75","1,112.00"
2/27/2020 22:00,"4,605.00",61.5,648.5,"5,012.25","4,128.25","1,091.25"
2/27/2020 23:00,"4,921.00",89.25,"1,353.00","5,211.50","4,995.00","1,072.75"
2/28/2020 0:00,"5,063.00",90.5,"2,323.75","5,082.25","5,885.00","1,034.00"
2/28/2020 1:00,"5,095.75",133,"3,422.25","5,328.50","6,714.50","1,027.75"
2/28/2020 2:00,"5,107.75",136.25,"4,270.75","5,377.00","7,836.00","1,082.00"
2/28/2020 3:00,"4,837.00",135.25,"4,946.50","5,070.00","8,912.75","1,029.00"
2/28/2020 4:00,"4,561.00",257,"5,723.25","5,071.75","9,356.75",934
2/28/2020 5:00,"4,455.25",439,"6,509.75","5,104.00","9,490.75",855
2/28/2020 6:00,"4,182.25",666.75,"6,759.00","4,986.50","9,941.75",776.5
2/28/2020 7:00,"3,804.50",682.25,"7,094.75","4,610.00","9,604.75",705.75
2/28/2020 8:00,"3,383.50",856.25,"7,354.75","4,733.75","8,845.00",658
2/28/2020 9:00,"2,970.00",929.25,"7,602.50","4,586.25","8,558.75",583.5
2/28/2020 10:00,"2,250.25",963.5,"8,368.25","4,169.50","9,060.25",544.25
2/28/2020 11:00,"2,518.75",960.75,"8,644.25","3,479.25","9,416.25",464.75
2/28/2020 12:00,"3,318.75",943,"9,444.00","3,812.00","9,404.75",404.25
2/28/2020 13:00,"3,478.75",980.25,"9,606.00","4,006.75","8,862.75",310.5
2/28/2020 14:00,"3,267.50",972.75,"9,359.00","4,299.50","7,681.75",227.5
2/28/2020 15:00,"3,049.75",963.5,"8,478.00","4,605.75","6,439.75",150.5
2/28/2020 16:00,"3,275.00",917.25,"7,365.25","4,767.75","5,347.00",124.25
2/28/2020 17:00,"4,349.50",823,"5,960.00","4,856.25","5,355.00",182.25
2/28/2020 18:00,"6,199.00",815,"5,396.75","5,158.75","6,580.50",349
2/28/2020 19:00,"7,336.25",891.75,"6,008.50","5,076.75","8,714.75",694
2/28/2020 20:00,"7,787.75",643,"6,940.50","5,070.00","10,210.50",947.75
2/28/2020 21:00,"7,582.00",387.25,"7,736.00","5,137.75","11,436.25",967
2/28/2020 22:00,"7,289.50",301.5,"7,894.00","5,135.50","11,662.00",931.75
2/28/2020 23:00,"7,497.00",304.5,"7,926.50","5,134.00","11,557.25",930
3/1/2020 0:00,"7,311.50",406.25,"7,970.25","5,081.75","11,535.50",897.5
3/1/2020 1:00,"7,267.75",478.5,"8,718.25","4,948.00","11,321.00",890
3/1/2020 2:00,"7,403.00",515.5,"9,595.00","4,924.50","11,100.00",922.5
3/1/2020 3:00,"7,737.00",727.25,"10,126.00","4,675.00","10,854.00",957.75
3/1/2020 4:00,"7,590.75",744.5,"10,355.75","4,798.00","10,547.25","1,000.75"
3/1/2020 5:00,"7,316.00",686.75,"10,395.50","4,946.25","10,305.00",978
3/1/2020 6:00,"7,314.50",827.75,"9,765.50","4,936.25","10,684.75",903.75
3/1/2020 7:00,"6,690.25",953.75,"9,663.00","4,954.25","10,672.75",901.5
3/1/2020 8:00,"6,411.25",968.25,"9,538.25","5,088.00","10,801.25",868.25
3/1/2020 9:00,"6,472.25",962.5,"9,255.25","5,095.75","10,684.25",842.25
3/1/2020 10:00,"6,447.25",950.5,"8,831.25","5,001.00","10,329.50",824.75
3/1/2020 11:00,"7,105.75",891.25,"8,263.00","4,996.50","10,086.25",811.75
3/1/2020 12:00,"8,060.25",770.5,"7,581.00","4,987.50","9,816.00",792.5
3/1/2020 13:00,"8,629.25",628.25,"7,455.50","4,674.50","10,267.50",852.25
3/1/2020 14:00,"8,795.50",630.5,"7,092.25","4,591.00","11,206.25","1,064.00"
3/1/2020 15:00,"8,680.00",725.5,"8,303.50","4,597.75","12,570.25","1,080.00"
3/1/2020 16:00,"8,735.75",940.5,"10,066.75","4,526.00","13,259.50","1,197.75"
3/1/2020 17:00,"8,065.25",914.5,"11,930.75","4,522.50","14,477.00","1,306.25"
3/1/2020 18:00,"7,672.50",973.75,"12,719.75","4,422.25","14,968.00","1,318.00"
3/1/2020 19:00,"7,420.50","1,001.75","13,280.50","4,401.50","14,187.50","1,324.50"
3/1/2020 20:00,"7,353.00",992.75,"13,189.75","4,405.50","13,640.00","1,189.50"
3/1/2020 21:00,"7,187.75","1,015.50","12,159.75","4,390.75","13,093.00","1,017.00"
3/1/2020 22:00,"7,123.25","1,009.00","11,347.25","4,491.50","12,328.00",934.25
3/1/2020 23:00,"7,729.00","1,010.75","10,465.25","4,682.50","12,420.50",954.25
3/2/2020 0:00,"7,464.50",930.75,"10,046.00","3,846.75","12,413.25",950.75
3/2/2020 1:00,"7,070.75",829.5,"10,349.00","3,792.50","12,538.75",987.25
3/2/2020 2:00,"6,779.75",688,"10,582.75","3,315.75","12,627.50",990
3/2/2020 3:00,"6,984.25",822,"10,637.25","3,279.25","12,720.00","1,039.50"
3/2/2020 4:00,"7,242.00",798,"10,637.50","3,362.00","12,840.25","1,068.75"
3/2/2020 5:00,"7,196.25",803,"10,542.50","3,356.50","13,085.50","1,098.25"
3/2/2020 6:00,"7,480.75",730.25,"10,384.50","3,328.00","13,172.75","1,077.00"
3/2/2020 7:00,"7,516.25",956.5,"10,191.25","3,882.75","12,832.25","1,055.25"
3/2/2020 8:00,"7,611.50",965.75,"10,012.75","4,024.25","12,894.00",991.75
3/2/2020 9:00,"7,612.50",986.75,"10,176.75","3,724.75","12,912.25",969.75
3/2/2020 10:00,"7,767.25",861.25,"10,661.25","3,327.00","13,145.25",998.25
3/2/2020 11:00,"7,812.00",859.75,"11,007.75","3,329.75","13,237.00",995.25
3/2/2020 12:00,"7,412.00",727.5,"11,144.75","3,147.50","12,884.75",864.75
3/2/2020 13:00,"6,776.00",625.75,"10,404.00","3,128.50","12,168.25",646.75
3/2/2020 14:00,"5,853.75",763.5,"9,159.75","3,233.50","11,542.00",518.75
3/2/2020 15:00,"4,753.25",843,"8,009.25","4,371.25","10,920.00",302.75
3/2/2020 16:00,"3,160.25",867,"6,355.75","4,605.75","8,769.00",149.25
3/2/2020 17:00,"2,388.75",752.75,"4,834.00","4,778.50","6,946.75",183.75
3/2/2020 18:00,"2,923.50",701.25,"4,416.00","4,998.75","6,612.00",505.75
3/2/2020 19:00,"3,091.25",776.5,"4,761.25","5,131.75","6,496.75",918.5
3/2/2020 20:00,"3,491.25",520.25,"5,634.00","4,834.50","6,596.00","1,210.00"
3/2/2020 21:00,"3,760.50",726.5,"6,041.00","4,270.50","6,368.00","1,239.25"
3/2/2020 22:00,"3,877.50",668.25,"6,262.50","4,210.50","6,140.00","1,315.25"
3/2/2020 23:00,"4,596.25",356.25,"6,279.00","4,377.75","6,194.50","1,372.75"
3/3/2020 0:00,"4,736.75",483,"5,632.00","4,311.50","6,278.50","1,303.75"
3/3/2020 1:00,"4,782.75",322.75,"5,908.25","3,657.50","6,291.00","1,244.75"
3/3/2020 2:00,"4,608.75",205.75,"5,771.00","2,925.75","6,371.50","1,148.00"
3/3/2020 3:00,"4,246.25",136.5,"5,626.50","2,686.00","6,232.25","1,044.50"
3/3/2020 4:00,"3,806.25",127,"6,057.00","2,877.25","6,051.50",733.25
3/3/2020 5:00,"3,285.25",154.25,"6,438.25","3,293.75","5,722.75",366.5
3/3/2020 6:00,"3,239.75",67.5,"6,551.25","3,163.00","5,242.50",199.75
3/3/2020 7:00,"3,142.00",41,"5,584.00","3,414.25","4,952.75",215.25
3/3/2020 8:00,"2,945.00",14,"4,231.50","3,201.75","4,120.00",184.75
3/3/2020 9:00,"2,813.25",4.75,"3,094.75","2,990.75","3,401.50",216.75
3/3/2020 10:00,"2,654.00",9,"2,218.50","2,234.00","3,093.75",278.5
3/3/2020 11:00,"2,300.75",10,"1,682.50","1,774.00","2,609.25",288.25
3/3/2020 12:00,"1,838.00",2,"1,096.75","1,132.75","2,501.00",392
3/3/2020 13:00,"1,622.50",0.25,603.75,700.75,"2,365.50",479.5
3/3/2020 14:00,"1,354.25",0,506.5,545.25,"2,560.50",536.5
3/3/2020 15:00,"1,144.50",0,939,446.25,"2,692.50",551.25
3/3/2020 16:00,933.5,0,"1,529.25",331,"2,679.50",416.75
3/3/2020 17:00,774.5,1,"2,097.50",235.5,"2,644.50",271
3/3/2020 18:00,656,18,"2,973.50",251.25,"2,883.50",177.75
3/3/2020 19:00,655.75,34,"3,517.25",269.25,"2,945.00",137
3/3/2020 20:00,957.5,38.75,"3,488.25",280.5,"2,549.00",177.25
3/3/2020 21:00,"1,226.00",47.25,"3,449.50",511,"2,228.25",284.5
3/3/2020 22:00,"1,735.25",35.75,"3,384.00",411.25,"1,977.25",422
3/3/2020 23:00,"2,710.75",10.75,"3,174.75",407.5,"2,010.75",643.5
3/4/2020 0:00,"3,402.50",10.75,"2,787.00",915.5,"2,372.25",784.75
3/4/2020 1:00,"4,255.00",41.5,"2,250.75","1,388.00","2,653.00",765.75
3/4/2020 2:00,"4,669.00",138.5,"1,807.25","1,725.50","2,997.50",828.5
3/4/2020 3:00,"4,476.75",247,"1,503.50","1,643.25","3,688.00",938.75
3/4/2020 4:00,"4,308.75",258.25,"1,425.00","1,716.50","4,024.25","1,034.00"
3/4/2020 5:00,"4,256.00",266.5,"1,469.50","1,606.75","4,476.00","1,115.50"
3/4/2020 6:00,"4,120.00",229,"1,375.50","1,130.75","4,928.50","1,175.00"
3/4/2020 7:00,"3,942.25",113.25,"1,529.75","1,041.50","4,886.75","1,110.00"
3/4/2020 8:00,"3,187.75",52.75,"1,950.25","1,043.25","4,693.75","1,036.50"
3/4/2020 9:00,"2,616.50",42.25,"2,627.75","1,063.50","4,133.00",902
3/4/2020 10:00,"2,563.25",51,"3,356.25","1,257.25","4,078.50",729
3/4/2020 11:00,"2,629.50",40.25,"4,542.75","1,291.75","4,482.00",648
3/4/2020 12:00,"2,650.00",59.5,"5,152.25","1,307.00","4,858.25",589.5
3/4/2020 13:00,"2,372.50",57,"5,133.50","1,365.50","5,113.75",496.5
3/4/2020 14:00,"1,950.50",39.25,"5,052.75",933,"4,559.50",398
3/4/2020 15:00,"1,640.75",41,"4,745.50",741.5,"3,437.00",275
3/4/2020 16:00,"1,508.25",14,"4,050.50",679.75,"2,491.00",218.75
3/4/2020 17:00,"1,242.00",12.25,"3,540.25",661.25,"1,875.25",126
3/4/2020 18:00,"1,285.25",6,"3,539.25",627,"1,900.75",116.5
3/4/2020 19:00,"1,398.75",10,"4,127.00",501.25,"2,267.50",137
3/4/2020 20:00,"1,472.00",22.25,"5,045.50",431.75,"2,844.25",154
3/4/2020 21:00,"1,806.75",99,"4,947.00",475.5,"3,303.25",177.5
3/4/2020 22:00,"2,106.25",242.75,"5,267.00",660.25,"3,725.75",204.75
3/4/2020 23:00,"2,523.50",379.75,"5,411.25",677.25,"3,957.25",293
3/5/2020 0:00,"2,696.25",500.25,"5,207.25",830,"4,076.75",361.5
3/5/2020 1:00,"2,811.50",515,"5,065.00",866,"3,961.25",407.25
3/5/2020 2:00,"2,817.50",766.5,"4,875.25",680.5,"3,808.00",406.25
3/5/2020 3:00,"2,774.50",741.25,"5,062.25",623,"3,869.25",390.25
3/5/2020 4:00,"2,631.25",676.25,"4,631.75",756,"3,582.50",374
3/5/2020 5:00,"2,552.00",700.5,"4,254.25",821.75,"3,428.75",390
3/5/2020 6:00,"2,492.25",828.75,"3,890.00",665,"3,330.25",402
3/5/2020 7:00,"2,276.25",846.5,"3,838.25",543.75,"2,915.00",447.5
3/5/2020 8:00,"2,092.00",805.5,"3,398.50",546.5,"2,520.50",516.25
3/5/2020 9:00,"1,871.75",770,"2,806.25",677.5,"2,330.75",497.25
3/5/2020 10:00,"1,720.00",736.25,"2,339.75",777.5,"2,458.25",496.75
3/5/2020 11:00,"1,770.50",627.25,"2,638.25",824.5,"2,710.25",491
3/5/2020 12:00,"1,958.75",503.5,"2,764.25",956.25,"3,115.00",457.75
3/5/2020 13:00,"2,107.25",522.75,"2,860.75","1,114.50","3,396.75",390.5
3/5/2020 14:00,"2,188.50",499.75,"2,801.75","1,167.25","3,454.50",309
3/5/2020 15:00,"1,752.50",428,"2,629.75","1,310.00","2,832.75",194.5
3/5/2020 16:00,"1,214.25",437,"1,959.25","1,062.25","2,321.00",125.25
3/5/2020 17:00,736,450,"1,651.25",897.5,"1,696.75",110.25
3/5/2020 18:00,730,378.75,"1,688.00",644.75,"1,368.00",98.5
3/5/2020 19:00,942.25,333.5,"2,198.25",538.5,"1,280.50",90.75
3/5/2020 20:00,"1,229.75",316.75,"2,733.50",392.5,"1,347.00",81.25
3/5/2020 21:00,"1,465.00",351.75,"3,115.25",369.25,"1,539.50",118
3/5/2020 22:00,"1,606.50",395.75,"3,238.00",426.25,"1,810.00",211.5
3/5/2020 23:00,"1,632.00",445,"3,286.00",489.75,"2,027.75",306.5
3/6/2020 0:00,"1,542.75",371.75,"3,029.25",434.5,"2,105.00",403.75
3/6/2020 1:00,"1,721.50",327,"2,715.00",271.25,"2,113.75",441.75
3/6/2020 2:00,"1,873.75",286.75,"2,224.25",149,"1,922.75",445.5
3/6/2020 3:00,"1,926.75",202.75,"1,967.50",57,"1,774.50",474.5
3/6/2020 4:00,"1,857.50",131.5,"1,607.00",40.5,"1,724.50",525
3/6/2020 5:00,"1,966.00",90,"1,434.75",25.25,"1,794.50",543
3/6/2020 6:00,"2,128.75",44,"1,518.50",2,"2,045.75",570.25
3/6/2020 7:00,"2,314.75",41,"1,662.00",52.75,"2,277.00",519.25
3/6/2020 8:00,"2,454.00",33,"1,590.25",153,"2,411.50",393.75
3/6/2020 9:00,"2,139.50",34,"1,359.50",243.25,"1,997.25",282.5
3/6/2020 10:00,"1,961.75",33.5,"1,180.75",573.75,"1,724.00",293.25
3/6/2020 11:00,"1,989.00",53.5,"1,468.25",658.75,"2,103.25",275.5
3/6/2020 12:00,"2,267.00",28.5,"2,199.25",816.75,"2,575.00",292.75
3/6/2020 13:00,"2,508.50",11.75,"2,901.75","1,234.50","3,038.50",423.25
3/6/2020 14:00,"3,217.50",0,"3,552.75","1,725.75","3,812.00",630.75
3/6/2020 15:00,"3,882.75",2.75,"3,901.25","2,219.75","4,748.00",856.5
3/6/2020 16:00,"3,794.25",7.25,"4,387.75","2,946.25","6,616.50","1,006.50"
3/6/2020 17:00,"3,258.50",55.75,"5,205.50","3,365.50","7,666.00","1,046.75"
3/6/2020 18:00,"3,204.75",165,"7,095.25","4,024.00","8,117.25","1,013.00"
3/6/2020 19:00,"3,967.25",224.75,"7,874.50","4,616.50","8,641.00",994.5
3/6/2020 20:00,"4,491.50",262.25,"7,660.50","4,924.75","9,240.00",958.5
3/6/2020 21:00,"4,535.25",355,"7,714.50","4,955.00","9,914.25",971.5
3/6/2020 22:00,"4,169.00",457.5,"7,880.00","4,998.75","9,576.00","1,053.50"
3/6/2020 23:00,"4,152.75",455.5,"7,770.00","5,091.50","8,626.00","1,005.75"
3/7/2020 0:00,"4,077.00",505.5,"7,002.25","5,095.00","8,078.50","1,117.50"
3/7/2020 1:00,"4,137.75",552.25,"6,232.75","4,999.50","8,414.50","1,121.00"
3/7/2020 2:00,"3,771.75",652.25,"5,689.75","4,922.25","8,592.75","1,152.00"
3/7/2020 3:00,"3,680.00",825.75,"5,700.00","4,918.50","8,877.00","1,237.00"
3/7/2020 4:00,"3,866.75",894.25,"5,580.75","4,846.00","8,834.00","1,253.25"
3/7/2020 5:00,"4,345.75",963.75,"5,343.00","4,780.00","8,849.00","1,311.25"
3/7/2020 6:00,"4,624.00","1,002.00","5,068.25","4,812.25","9,279.50","1,357.00"
3/7/2020 7:00,"4,858.75",995.75,"4,486.00","4,810.25","9,283.00","1,393.75"
3/7/2020 8:00,"4,657.25",999,"4,019.75","4,616.25","9,012.75","1,412.25"
3/7/2020 9:00,"4,567.50",998.25,"3,929.50","4,421.75","8,825.50","1,406.25"
3/7/2020 10:00,"4,537.75",965,"3,730.50","4,229.50","8,789.50","1,353.25"
3/7/2020 11:00,"4,668.75",956.5,"3,450.50","3,713.25","9,096.00","1,305.00"
3/7/2020 12:00,"4,780.50",869,"3,461.50","3,257.00","9,123.00","1,256.00"
3/7/2020 13:00,"4,694.50",852.25,"3,422.00","3,135.25","8,743.75","1,170.75"
3/7/2020 14:00,"4,654.00",885,"3,312.50","2,883.00","8,617.75","1,152.00"
3/7/2020 15:00,"4,566.75",935.75,"3,535.00","2,728.75","8,449.00","1,138.75"
3/7/2020 16:00,"4,578.75",973,"3,993.50","2,430.75","8,396.00","1,063.25"
3/7/2020 17:00,"4,599.25",968.5,"4,360.50","2,102.25","8,522.50",987.5
3/7/2020 18:00,"4,741.25",883.5,"4,632.75","1,814.00","8,485.75",995
3/7/2020 19:00,"5,030.25",660.25,"5,132.75","1,711.75","8,441.25",957.5
3/7/2020 20:00,"4,993.75",505,"5,232.50","1,615.75","8,117.50",825.25
3/7/2020 21:00,"4,645.50",422,"5,122.25","1,638.25","7,456.00",823.5
3/7/2020 22:00,"4,191.75",314.75,"5,191.25","1,451.50","6,999.75",826.5
3/7/2020 23:00,"3,813.00",194.75,"5,293.75","1,341.25","6,932.25",795.5
3/8/2020 0:00,"3,323.75",199,"5,422.50","1,391.00","6,631.75",802.75
3/8/2020 1:00,"3,141.50",271.5,"5,927.75","1,281.75","6,579.00",859.25
3/8/2020 2:00,"3,118.50",288.25,"6,511.75","1,194.75","6,678.25",851.5
3/8/2020 3:00,"3,028.75",302.25,"6,790.25","1,153.00","6,624.25",780.25
3/8/2020 4:00,"2,627.75",374.5,"6,983.50","1,247.50","6,461.25",757.75
3/8/2020 5:00,"2,486.50",439.25,"7,348.75",959.75,"6,157.50",723.25
3/8/2020 6:00,"2,259.50",510.75,"7,497.50",896.25,"5,463.00",674.25
3/8/2020 7:00,"2,004.25",484.75,"8,129.00",717.25,"4,725.50",677.75
3/8/2020 8:00,"1,721.25",452.5,"8,799.00",534,"3,914.00",573.5
3/8/2020 9:00,"1,279.25",523.25,"8,803.00",399.25,"3,402.75",469.75
3/8/2020 10:00,"1,231.75",493,"8,913.75",437.5,"3,264.75",394.5
3/8/2020 11:00,"1,441.50",383.25,"9,017.50",509.5,"3,258.25",341.25
3/8/2020 12:00,"1,549.75",323.75,"9,161.25",901.5,"3,512.25",324.25
3/8/2020 13:00,"1,715.75",289.5,"8,907.00","1,418.25","4,005.25",281.25
3/8/2020 14:00,"1,813.75",195.5,"8,364.75","1,849.75","4,083.75",271
3/8/2020 15:00,"1,746.00",200.5,"7,216.25","2,600.75","3,603.00",279
3/8/2020 16:00,"1,541.00",177.5,"5,541.75","3,106.25","2,610.50",241.5
3/8/2020 17:00,"1,357.50",196.5,"4,052.50","3,859.50","1,904.25",209
3/8/2020 18:00,"1,494.50",168.25,"3,377.50","4,317.50","2,043.50",206
3/8/2020 19:00,"2,167.50",184,"3,244.00","4,762.75","3,404.00",274.75
3/8/2020 20:00,"2,915.25",196,"3,345.25","5,106.50","5,413.25",347.75
3/8/2020 21:00,"3,555.75",135.75,"3,346.50","5,427.50","6,888.50",352
3/8/2020 22:00,"3,901.25",83.25,"3,419.25","5,545.25","7,716.25",430.5
3/8/2020 23:00,"4,064.50",127.75,"3,860.00","5,564.50","8,131.75",472.5
3/9/2020 0:00,"4,287.25",187.25,"4,412.25","5,585.25","7,890.25",453
3/9/2020 1:00,"4,245.25",128.75,"4,644.25","5,503.75","7,874.50",424
3/9/2020 2:00,"4,116.25",167,"4,668.25","5,295.00","7,960.75",462
3/9/2020 3:00,"4,190.75",256.75,"4,989.50","5,288.75","8,108.50",520.5
3/9/2020 4:00,"4,412.75",436,"5,352.25","5,298.25","8,352.25",561.75
3/9/2020 5:00,"4,579.00",505,"5,862.50","5,110.50","8,788.00",559.5
3/9/2020 6:00,"5,004.75",571,"6,027.75","4,680.00","9,423.25",559.75
3/9/2020 7:00,"5,343.75",657.75,"6,097.25","4,691.75","9,564.50",543.75
3/9/2020 8:00,"5,533.75",702.25,"5,807.25","4,687.50","10,033.25",499
3/9/2020 9:00,"5,870.00",714.25,"4,921.25","4,670.25","10,473.75",379
3/9/2020 10:00,"6,147.75",778.25,"4,596.50","4,667.25","11,016.75",274.75
3/9/2020 11:00,"6,304.00",879.25,"4,915.00","4,665.25","11,416.25",267.5
3/9/2020 12:00,"6,490.25",938.25,"5,514.25","4,716.75","11,478.25",234
3/9/2020 13:00,"6,315.75",983,"6,095.00","4,990.50","10,721.25",218.25
3/9/2020 14:00,"5,947.00",993.25,"6,641.00","5,076.75","10,219.75",227.25
3/9/2020 15:00,"5,408.00",999,"6,986.50","5,265.00","9,591.75",239.5
3/9/2020 16:00,"4,741.75",991,"6,830.50","5,241.25","8,797.25",257.25
3/9/2020 17:00,"4,417.75",975.5,"6,148.75","5,105.25","8,491.25",298.75
3/9/2020 18:00,"4,164.75",978,"6,041.00","4,453.00","8,160.50",348
3/9/2020 19:00,"4,112.50",961.25,"5,858.25","4,175.25","7,577.75",432.75
3/9/2020 20:00,"4,037.00",904.25,"5,462.75","4,237.50","6,975.75",519.75
3/9/2020 21:00,"3,745.75",813,"5,338.25","4,035.00","6,397.75",541.25
3/9/2020 22:00,"3,839.75",683.75,"4,980.75","3,927.75","5,919.50",595.75
3/9/2020 23:00,"3,801.25",531,"4,753.50","3,479.25","5,522.25",674
3/10/2020 0:00,"3,647.25",347,"4,538.75","3,158.00","5,264.50",671.25
3/10/2020 1:00,"3,414.00",307.25,"4,112.25","2,753.00","5,016.50",617.25
3/10/2020 2:00,"3,219.00",224.75,"3,854.00","2,346.25","4,936.25",659.75
3/10/2020 3:00,"2,932.50",172.75,"3,494.25","2,142.75","4,587.50",667.75
3/10/2020 4:00,"2,767.75",140.5,"3,327.50","1,832.50","3,963.00",596
3/10/2020 5:00,"2,808.75",128.5,"3,145.25","1,643.25","3,751.00",499
3/10/2020 6:00,"2,814.00",158.5,"3,014.50","1,591.50","3,688.75",437.75
3/10/2020 7:00,"2,811.75",176,"2,939.25","1,513.75","3,787.50",465
3/10/2020 8:00,"2,592.00",190.25,"2,436.75","1,265.75","3,493.75",478.25
3/10/2020 9:00,"2,621.50",241,"1,933.75","1,411.25","3,685.00",488
3/10/2020 10:00,"2,971.00",187.5,"1,937.25","1,434.75","4,433.00",487.25
3/10/2020 11:00,"3,048.50",174,"2,013.75","1,584.50","4,716.50",453.75
3/10/2020 12:00,"2,899.25",194.75,"2,034.25","1,373.50","5,198.25",405
3/10/2020 13:00,"3,032.00",176.5,"2,056.25","1,381.50","5,363.75",390
3/10/2020 14:00,"3,158.75",195,"1,753.50","1,643.75","5,219.25",341
3/10/2020 15:00,"3,167.50",232.5,"1,675.75","1,609.25","5,022.25",325.75
3/10/2020 16:00,"2,640.25",309.75,"1,749.50","1,591.50","4,374.25",300.5
3/10/2020 17:00,"2,076.25",319.5,"2,330.25","1,925.00","3,236.25",339.25
3/10/2020 18:00,"2,174.50",477.25,"2,513.50","2,205.25","3,531.50",367.75
3/10/2020 19:00,"2,745.75",553.25,"2,750.25","3,153.25","4,301.25",424.5
3/10/2020 20:00,"3,287.00",604.5,"3,404.50","3,263.50","5,343.00",571
3/10/2020 21:00,"3,669.00",631.5,"4,439.00","3,888.25","6,099.50",669.5
3/10/2020 22:00,"4,169.75",568,"5,098.75","4,625.75","6,751.50",742.75
3/10/2020 23:00,"4,888.50",616.5,"5,869.50","5,265.75","7,595.50",772.75
3/11/2020 0:00,"5,613.50",537.5,"6,323.25","5,518.50","8,396.50",825.75
3/11/2020 1:00,"6,295.50",331.75,"6,603.00","5,566.50","8,882.75",877.75
3/11/2020 2:00,"6,856.75",347,"7,250.00","5,596.00","9,280.25",863.25
3/11/2020 3:00,"7,524.50",363.5,"7,753.25","5,594.75","10,214.75",897
3/11/2020 4:00,"8,002.50",447,"8,252.00","5,598.00","11,138.25",929.25
3/11/2020 5:00,"8,429.75",579.25,"8,810.50","5,261.50","12,437.25",998.25
3/11/2020 6:00,"8,884.75",671.25,"9,187.25","4,978.25","13,900.75","1,168.75"
3/11/2020 7:00,"8,732.00",710.75,"10,005.25","4,979.50","13,652.50","1,247.00"
3/11/2020 8:00,"8,427.00",804.5,"10,911.75","4,978.50","12,861.25","1,298.50"
3/11/2020 9:00,"7,896.50",878.75,"11,616.75","4,964.50","12,524.50","1,313.50"
3/11/2020 10:00,"7,532.00",948.5,"12,254.00","5,117.75","12,214.50","1,277.50"
3/11/2020 11:00,"7,444.75",910.5,"12,788.75","5,233.25","11,898.25","1,242.25"
3/11/2020 12:00,"7,530.75",959.25,"12,195.50","5,336.00","11,759.75","1,221.25"
3/11/2020 13:00,"7,717.25",984.5,"11,399.75","5,359.75","11,626.00","1,217.00"
3/11/2020 14:00,"7,867.25",996.5,"10,715.00","5,378.75","11,768.00","1,205.00"
3/11/2020 15:00,"8,068.50","1,000.25","10,224.50","4,969.75","12,610.00","1,217.75"
3/11/2020 16:00,"8,413.50","1,012.75","10,315.25","4,763.50","13,474.25","1,255.00"
3/11/2020 17:00,"8,694.50","1,023.50","10,986.50","4,605.75","14,414.75","1,286.50"
3/11/2020 18:00,"8,972.75","1,024.75","11,971.50","4,506.50","15,061.00","1,363.00"
3/11/2020 19:00,"9,228.00","1,021.25","12,731.75","4,136.50","15,395.25","1,402.25"
